formula_id,concept,latex,lecture,pdf_file,pdf_page,source_type,confidence,bbox,label
DGL-F0141,generative learning tasks,"\mathcal{L}_3 = dist(A', \tilde{A}') + \lambda_1 dist(X', \tilde{X}') + \lambda_2 dist(E', \tilde{E}')",6,DGL_Lecture_6_Annotated.pdf,1,printed,1.000,"[697.5,642.5,972.5,697.5]",L3
DGL-F0141,gnn loss function,"\mathcal{L}_3 = dist(A', \tilde{A}') + \lambda_1 dist(X', \tilde{X}') + \lambda_2 dist(E', \tilde{E}')",6,DGL_Lecture_6_Annotated.pdf,1,printed,1.000,"[697.5,642.5,972.5,697.5]",L3
DGL-F0142,density estimation,p_{model}(g; \theta) \sim p_{data}(g),6,DGL_Lecture_6_Annotated.pdf,2,printed,1.000,"[110.0,330.0,350.0,350.0]",density matching
DGL-F0142,maximum likelihood estimation,p_{model}(g; \theta) \sim p_{data}(g),6,DGL_Lecture_6_Annotated.pdf,2,printed,1.000,"[110.0,330.0,350.0,350.0]",density matching
DGL-F0143,maximum likelihood estimation,\theta^* = \arg\max_{\theta} \mathbb{E}_{g \sim p_{data}} \log p_{model}(g; \theta),6,DGL_Lecture_6_Annotated.pdf,2,printed,1.000,"[80.0,480.0,350.0,510.0]",MLE objective
DGL-F0144,node-sequence,"(v_1, \{\}) \rightarrow (v_2, \{e_{12}\}) \rightarrow (v_3, \{e_{13}, e_{23}\}) \rightarrow (v_4, \{e_{34}, e_{24}\})",6,DGL_Lecture_6_Annotated.pdf,2,printed,1.000,"[530.0,500.0,920.0,540.0]",Node and edge sequence
DGL-F0144,sequential generating,"(v_1, \{\}) \rightarrow (v_2, \{e_{12}\}) \rightarrow (v_3, \{e_{13}, e_{23}\}) \rightarrow (v_4, \{e_{34}, e_{24}\})",6,DGL_Lecture_6_Annotated.pdf,2,printed,1.000,"[530.0,500.0,920.0,540.0]",Node and edge sequence
DGL-F0145,noise distribution,"z_i \sim \mathcal{N}(0, 1)",6,DGL_Lecture_6_Annotated.pdf,2,printed,1.000,"[160.0,560.0,250.0,580.0]",noise prior
DGL-F0145,sampling,"z_i \sim \mathcal{N}(0, 1)",6,DGL_Lecture_6_Annotated.pdf,2,printed,1.000,"[160.0,560.0,250.0,580.0]",noise prior
DGL-F0146,deep network function,g_i = f(z_i; \theta^*),6,DGL_Lecture_6_Annotated.pdf,2,printed,1.000,"[130.0,600.0,250.0,620.0]",generator function
DGL-F0146,graph generation,g_i = f(z_i; \theta^*),6,DGL_Lecture_6_Annotated.pdf,2,printed,1.000,"[130.0,600.0,250.0,620.0]",generator function
DGL-F0147,edge-sequence,"(e_{12}, \{v_1, v_2\}) \rightarrow (e_{13}, \{v_1, v_3\}) \rightarrow (e_{14}, \{v_1, v_4\}) \rightarrow (e_{23}, \{v_2, v_3\})",6,DGL_Lecture_6_Annotated.pdf,2,printed,1.000,"[530.0,640.0,920.0,680.0]",Edge and node set sequence
DGL-F0147,sequential generating,"(e_{12}, \{v_1, v_2\}) \rightarrow (e_{13}, \{v_1, v_3\}) \rightarrow (e_{14}, \{v_1, v_4\}) \rightarrow (e_{23}, \{v_2, v_3\})",6,DGL_Lecture_6_Annotated.pdf,2,printed,1.000,"[530.0,640.0,920.0,680.0]",Edge and node set sequence
DGL-F0148,embedding-based nect,\| A_T - \tilde{A}_T \|_2 + \lambda \| F_T - \tilde{F}_T \|_2,6,DGL_Lecture_6_Annotated.pdf,3,printed,1.000,"[725.0,137.5,835.0,154.0]",loss function
DGL-F0149,gaussian prior,"p(\mathbf{z}) = \mathcal{N}(0, I)",6,DGL_Lecture_6_Annotated.pdf,3,printed,1.000,"[192.5,423.5,247.5,434.5]",Prior Distribution
DGL-F0150,variational autoencoder,"\mathcal{L}(\phi, \theta; G) = \mathbb{E}_{q_\phi(\mathbf{z}|G)}[-\log p_\theta(G|\mathbf{z})] + \text{KL}(q_\phi(\mathbf{z}|G) || p(\mathbf{z}))",6,DGL_Lecture_6_Annotated.pdf,3,printed,1.000,"[165.0,440.0,330.0,467.5]",VAE Loss Objective
DGL-F0150,kl divergence,"\mathcal{L}(\phi, \theta; G) = \mathbb{E}_{q_\phi(\mathbf{z}|G)}[-\log p_\theta(G|\mathbf{z})] + \text{KL}(q_\phi(\mathbf{z}|G) || p(\mathbf{z}))",6,DGL_Lecture_6_Annotated.pdf,3,printed,1.000,"[165.0,440.0,330.0,467.5]",VAE Loss Objective
DGL-F0150,reconstruction loss,"\mathcal{L}(\phi, \theta; G) = \mathbb{E}_{q_\phi(\mathbf{z}|G)}[-\log p_\theta(G|\mathbf{z})] + \text{KL}(q_\phi(\mathbf{z}|G) || p(\mathbf{z}))",6,DGL_Lecture_6_Annotated.pdf,3,printed,1.000,"[165.0,440.0,330.0,467.5]",VAE Loss Objective
DGL-F0151,projection vector,"y = X^{(\ell)} p / \|p\|_2, \quad \epsilon \in \mathbb{R}^n",6,DGL_Lecture_6_Annotated.pdf,3,handwritten,1.000,"[587.5,912.0,752.5,923.0]",projection score
DGL-F0151,node scores,"y = X^{(\ell)} p / \|p\|_2, \quad \epsilon \in \mathbb{R}^n",6,DGL_Lecture_6_Annotated.pdf,3,handwritten,1.000,"[587.5,912.0,752.5,923.0]",projection score
DGL-F0152,gaussian distribution,"z_i \sim \mathcal{N}(0, 1)",6,DGL_Lecture_6_Annotated.pdf,3,mixed,0.950,"[5.5,917.5,55.0,934.0]",Noise Sampling
DGL-F0152,sampling,"z_i \sim \mathcal{N}(0, 1)",6,DGL_Lecture_6_Annotated.pdf,3,mixed,0.950,"[5.5,917.5,55.0,934.0]",Noise Sampling
DGL-F0153,top-k node selection,"\text{idx} = \text{rank}(y, k)",6,DGL_Lecture_6_Annotated.pdf,3,handwritten,1.000,"[587.5,934.0,670.0,945.0]",index selection
DGL-F0154,sigmoid activation,\tilde{y} = \text{sigmoid}(y(\text{idx})),6,DGL_Lecture_6_Annotated.pdf,3,handwritten,1.000,"[587.5,945.0,697.5,956.0]",gated scores
DGL-F0154,node scores,\tilde{y} = \text{sigmoid}(y(\text{idx})),6,DGL_Lecture_6_Annotated.pdf,3,handwritten,1.000,"[587.5,945.0,697.5,956.0]",gated scores
DGL-F0155,feature matrix,"\tilde{X}^{\ell} = X^{\ell}(\text{idx}, :)",6,DGL_Lecture_6_Annotated.pdf,3,handwritten,1.000,"[587.5,956.0,697.5,967.0]",pooled features
DGL-F0155,top-k node selection,"\tilde{X}^{\ell} = X^{\ell}(\text{idx}, :)",6,DGL_Lecture_6_Annotated.pdf,3,handwritten,1.000,"[587.5,956.0,697.5,967.0]",pooled features
DGL-F0156,adjacency matrix,"A^{\ell+1} = A^{\ell}(\text{idx}, \text{idx})",6,DGL_Lecture_6_Annotated.pdf,3,handwritten,1.000,"[587.5,967.0,697.5,978.0]",pooled adjacency
DGL-F0156,top-k node selection,"A^{\ell+1} = A^{\ell}(\text{idx}, \text{idx})",6,DGL_Lecture_6_Annotated.pdf,3,handwritten,1.000,"[587.5,967.0,697.5,978.0]",pooled adjacency
DGL-F0157,element-wise product,X^{\ell+1} = \tilde{X}^{\ell} \odot (\tilde{y} \mathbf{1}_d^T),6,DGL_Lecture_6_Annotated.pdf,3,handwritten,1.000,"[587.5,978.0,752.5,989.0]",gated output features
DGL-F0157,feature matrix,X^{\ell+1} = \tilde{X}^{\ell} \odot (\tilde{y} \mathbf{1}_d^T),6,DGL_Lecture_6_Annotated.pdf,3,handwritten,1.000,"[587.5,978.0,752.5,989.0]",gated output features
DGL-F0158,graph distribution,p_{data}(g) \sim p_{model}(g; \theta),6,DGL_Lecture_6_Annotated.pdf,4,mixed,0.900,"[780.0,110.0,945.0,165.0]",distribution matching
DGL-F0158,unsupervised learning,p_{data}(g) \sim p_{model}(g; \theta),6,DGL_Lecture_6_Annotated.pdf,4,mixed,0.900,"[780.0,110.0,945.0,165.0]",distribution matching
DGL-F0159,latent variable,q_\phi(z_f|F),6,DGL_Lecture_6_Annotated.pdf,4,printed,1.000,"[99.0,549.0,154.0,560.0]",node encoder distribution
DGL-F0160,latent variable,"p_\theta(F|z_f,z_g)",6,DGL_Lecture_6_Annotated.pdf,4,printed,1.000,"[264.0,549.0,319.0,560.0]",node decoder distribution
DGL-F0161,latent variable,"q_\phi(z_g|E,F)",6,DGL_Lecture_6_Annotated.pdf,4,printed,1.000,"[99.0,604.0,154.0,615.0]",graph encoder distribution
DGL-F0162,latent variable,q_\phi(z_e|E),6,DGL_Lecture_6_Annotated.pdf,4,printed,1.000,"[99.0,659.0,154.0,670.0]",edge encoder distribution
DGL-F0163,latent variable,"p_\theta(E|z_e,z_g)",6,DGL_Lecture_6_Annotated.pdf,4,printed,1.000,"[264.0,659.0,319.0,670.0]",edge decoder distribution
