visual_id,concept,file_name,lecture,pdf_file,pdf_page,kind,description,source_type,confidence,bbox
DGL-G0099,clustering,l02_p05_node_classification_01.png,2,DGL_Lecture_2_Annotated.pdf,5,diagram,"Pie chart showing the distribution of tasks in graph learning research, including node classification, graph learning, classification, action recognition, recommendation systems, skeleton based action recognition, graph classification, clustering, and graph attention.",printed,1.000,"[27.5,137.5,137.5,247.5]"
DGL-G0099,recommendation systems,l02_p05_node_classification_01.png,2,DGL_Lecture_2_Annotated.pdf,5,diagram,"Pie chart showing the distribution of tasks in graph learning research, including node classification, graph learning, classification, action recognition, recommendation systems, skeleton based action recognition, graph classification, clustering, and graph attention.",printed,1.000,"[27.5,137.5,137.5,247.5]"
DGL-G0099,action recognition,l02_p05_node_classification_01.png,2,DGL_Lecture_2_Annotated.pdf,5,diagram,"Pie chart showing the distribution of tasks in graph learning research, including node classification, graph learning, classification, action recognition, recommendation systems, skeleton based action recognition, graph classification, clustering, and graph attention.",printed,1.000,"[27.5,137.5,137.5,247.5]"
DGL-G0099,graph attention,l02_p05_node_classification_01.png,2,DGL_Lecture_2_Annotated.pdf,5,diagram,"Pie chart showing the distribution of tasks in graph learning research, including node classification, graph learning, classification, action recognition, recommendation systems, skeleton based action recognition, graph classification, clustering, and graph attention.",printed,1.000,"[27.5,137.5,137.5,247.5]"
DGL-G0100,reinforcement learning,l02_p05_reinforcement_learning_02.png,2,DGL_Lecture_2_Annotated.pdf,5,table,"Table showing the top-10 ranking of keywords between 2022 and 2023, including reinforcement learning, deep learning, representation learning, graph neural network, transformer, federate learning, self-supervised learning, contrastive learning, robustness, and generative model.",printed,1.000,"[330.0,192.5,440.0,302.5]"
DGL-G0100,deep learning,l02_p05_reinforcement_learning_02.png,2,DGL_Lecture_2_Annotated.pdf,5,table,"Table showing the top-10 ranking of keywords between 2022 and 2023, including reinforcement learning, deep learning, representation learning, graph neural network, transformer, federate learning, self-supervised learning, contrastive learning, robustness, and generative model.",printed,1.000,"[330.0,192.5,440.0,302.5]"
DGL-G0100,representation learning,l02_p05_reinforcement_learning_02.png,2,DGL_Lecture_2_Annotated.pdf,5,table,"Table showing the top-10 ranking of keywords between 2022 and 2023, including reinforcement learning, deep learning, representation learning, graph neural network, transformer, federate learning, self-supervised learning, contrastive learning, robustness, and generative model.",printed,1.000,"[330.0,192.5,440.0,302.5]"
DGL-G0100,graph neural network,l02_p05_reinforcement_learning_02.png,2,DGL_Lecture_2_Annotated.pdf,5,table,"Table showing the top-10 ranking of keywords between 2022 and 2023, including reinforcement learning, deep learning, representation learning, graph neural network, transformer, federate learning, self-supervised learning, contrastive learning, robustness, and generative model.",printed,1.000,"[330.0,192.5,440.0,302.5]"
DGL-G0100,transformer,l02_p05_reinforcement_learning_02.png,2,DGL_Lecture_2_Annotated.pdf,5,table,"Table showing the top-10 ranking of keywords between 2022 and 2023, including reinforcement learning, deep learning, representation learning, graph neural network, transformer, federate learning, self-supervised learning, contrastive learning, robustness, and generative model.",printed,1.000,"[330.0,192.5,440.0,302.5]"
DGL-G0100,self-supervised learning,l02_p05_reinforcement_learning_02.png,2,DGL_Lecture_2_Annotated.pdf,5,table,"Table showing the top-10 ranking of keywords between 2022 and 2023, including reinforcement learning, deep learning, representation learning, graph neural network, transformer, federate learning, self-supervised learning, contrastive learning, robustness, and generative model.",printed,1.000,"[330.0,192.5,440.0,302.5]"
DGL-G0100,contrastive learning,l02_p05_reinforcement_learning_02.png,2,DGL_Lecture_2_Annotated.pdf,5,table,"Table showing the top-10 ranking of keywords between 2022 and 2023, including reinforcement learning, deep learning, representation learning, graph neural network, transformer, federate learning, self-supervised learning, contrastive learning, robustness, and generative model.",printed,1.000,"[330.0,192.5,440.0,302.5]"
DGL-G0100,graph generation,l02_p05_reinforcement_learning_02.png,2,DGL_Lecture_2_Annotated.pdf,5,table,"Table showing the top-10 ranking of keywords between 2022 and 2023, including reinforcement learning, deep learning, representation learning, graph neural network, transformer, federate learning, self-supervised learning, contrastive learning, robustness, and generative model.",printed,1.000,"[330.0,192.5,440.0,302.5]"
DGL-G0101,graph convolutional network,l02_p05_graph_convolutional_network_03.png,2,DGL_Lecture_2_Annotated.pdf,5,plot,"Line plot showing the usage over time of various graph learning methods including GCN, DCN, Graph Transformer, GAT, GraphSAGE, and MPNN.",printed,1.000,"[27.5,302.5,302.5,412.5]"
DGL-G0101,graph transformer,l02_p05_graph_convolutional_network_03.png,2,DGL_Lecture_2_Annotated.pdf,5,plot,"Line plot showing the usage over time of various graph learning methods including GCN, DCN, Graph Transformer, GAT, GraphSAGE, and MPNN.",printed,1.000,"[27.5,302.5,302.5,412.5]"
DGL-G0101,graph attention,l02_p05_graph_convolutional_network_03.png,2,DGL_Lecture_2_Annotated.pdf,5,plot,"Line plot showing the usage over time of various graph learning methods including GCN, DCN, Graph Transformer, GAT, GraphSAGE, and MPNN.",printed,1.000,"[27.5,302.5,302.5,412.5]"
DGL-G0101,graphsage,l02_p05_graph_convolutional_network_03.png,2,DGL_Lecture_2_Annotated.pdf,5,plot,"Line plot showing the usage over time of various graph learning methods including GCN, DCN, Graph Transformer, GAT, GraphSAGE, and MPNN.",printed,1.000,"[27.5,302.5,302.5,412.5]"
DGL-G0101,message passing,l02_p05_graph_convolutional_network_03.png,2,DGL_Lecture_2_Annotated.pdf,5,plot,"Line plot showing the usage over time of various graph learning methods including GCN, DCN, Graph Transformer, GAT, GraphSAGE, and MPNN.",printed,1.000,"[27.5,302.5,302.5,412.5]"
DGL-G0102,reinforcement learning,l02_p05_reinforcement_learning_04.png,2,DGL_Lecture_2_Annotated.pdf,5,plot,"Bar plot showing the 50 most appeared keywords in 2023, highlighting the frequency of terms like reinforcement learning, deep learning, representation learning, graph neural network, transformer, and others.",printed,1.000,"[330.0,302.5,522.5,522.5]"
DGL-G0102,deep learning,l02_p05_reinforcement_learning_04.png,2,DGL_Lecture_2_Annotated.pdf,5,plot,"Bar plot showing the 50 most appeared keywords in 2023, highlighting the frequency of terms like reinforcement learning, deep learning, representation learning, graph neural network, transformer, and others.",printed,1.000,"[330.0,302.5,522.5,522.5]"
DGL-G0102,representation learning,l02_p05_reinforcement_learning_04.png,2,DGL_Lecture_2_Annotated.pdf,5,plot,"Bar plot showing the 50 most appeared keywords in 2023, highlighting the frequency of terms like reinforcement learning, deep learning, representation learning, graph neural network, transformer, and others.",printed,1.000,"[330.0,302.5,522.5,522.5]"
DGL-G0102,graph neural network,l02_p05_reinforcement_learning_04.png,2,DGL_Lecture_2_Annotated.pdf,5,plot,"Bar plot showing the 50 most appeared keywords in 2023, highlighting the frequency of terms like reinforcement learning, deep learning, representation learning, graph neural network, transformer, and others.",printed,1.000,"[330.0,302.5,522.5,522.5]"
DGL-G0102,transformer,l02_p05_reinforcement_learning_04.png,2,DGL_Lecture_2_Annotated.pdf,5,plot,"Bar plot showing the 50 most appeared keywords in 2023, highlighting the frequency of terms like reinforcement learning, deep learning, representation learning, graph neural network, transformer, and others.",printed,1.000,"[330.0,302.5,522.5,522.5]"
DGL-G0102,self-supervised learning,l02_p05_reinforcement_learning_04.png,2,DGL_Lecture_2_Annotated.pdf,5,plot,"Bar plot showing the 50 most appeared keywords in 2023, highlighting the frequency of terms like reinforcement learning, deep learning, representation learning, graph neural network, transformer, and others.",printed,1.000,"[330.0,302.5,522.5,522.5]"
DGL-G0102,contrastive learning,l02_p05_reinforcement_learning_04.png,2,DGL_Lecture_2_Annotated.pdf,5,plot,"Bar plot showing the 50 most appeared keywords in 2023, highlighting the frequency of terms like reinforcement learning, deep learning, representation learning, graph neural network, transformer, and others.",printed,1.000,"[330.0,302.5,522.5,522.5]"
DGL-G0102,graph generation,l02_p05_reinforcement_learning_04.png,2,DGL_Lecture_2_Annotated.pdf,5,plot,"Bar plot showing the 50 most appeared keywords in 2023, highlighting the frequency of terms like reinforcement learning, deep learning, representation learning, graph neural network, transformer, and others.",printed,1.000,"[330.0,302.5,522.5,522.5]"
DGL-G0103,knowledge distillation,l02_p05_knowledge_distillation_05.png,2,DGL_Lecture_2_Annotated.pdf,5,plot,"Horizontal bar chart showing the frequency or count of various machine learning research topics including knowledge distillation, reinforcement learning, unsupervised learning, meta-learning, few-shot learning, domain adaptation, natural language processing, neural architecture search, attention, image classification, adversarial training, active learning, and deep neural network.",printed,1.000,"[330.0,450.0,550.0,835.0]"
DGL-G0103,unsupervised learning,l02_p05_knowledge_distillation_05.png,2,DGL_Lecture_2_Annotated.pdf,5,plot,"Horizontal bar chart showing the frequency or count of various machine learning research topics including knowledge distillation, reinforcement learning, unsupervised learning, meta-learning, few-shot learning, domain adaptation, natural language processing, neural architecture search, attention, image classification, adversarial training, active learning, and deep neural network.",printed,1.000,"[330.0,450.0,550.0,835.0]"
DGL-G0103,meta-learning,l02_p05_knowledge_distillation_05.png,2,DGL_Lecture_2_Annotated.pdf,5,plot,"Horizontal bar chart showing the frequency or count of various machine learning research topics including knowledge distillation, reinforcement learning, unsupervised learning, meta-learning, few-shot learning, domain adaptation, natural language processing, neural architecture search, attention, image classification, adversarial training, active learning, and deep neural network.",printed,1.000,"[330.0,450.0,550.0,835.0]"
DGL-G0103,few-shot learning,l02_p05_knowledge_distillation_05.png,2,DGL_Lecture_2_Annotated.pdf,5,plot,"Horizontal bar chart showing the frequency or count of various machine learning research topics including knowledge distillation, reinforcement learning, unsupervised learning, meta-learning, few-shot learning, domain adaptation, natural language processing, neural architecture search, attention, image classification, adversarial training, active learning, and deep neural network.",printed,1.000,"[330.0,450.0,550.0,835.0]"
DGL-G0103,domain adaptation,l02_p05_knowledge_distillation_05.png,2,DGL_Lecture_2_Annotated.pdf,5,plot,"Horizontal bar chart showing the frequency or count of various machine learning research topics including knowledge distillation, reinforcement learning, unsupervised learning, meta-learning, few-shot learning, domain adaptation, natural language processing, neural architecture search, attention, image classification, adversarial training, active learning, and deep neural network.",printed,1.000,"[330.0,450.0,550.0,835.0]"
DGL-G0103,natural language processing,l02_p05_knowledge_distillation_05.png,2,DGL_Lecture_2_Annotated.pdf,5,plot,"Horizontal bar chart showing the frequency or count of various machine learning research topics including knowledge distillation, reinforcement learning, unsupervised learning, meta-learning, few-shot learning, domain adaptation, natural language processing, neural architecture search, attention, image classification, adversarial training, active learning, and deep neural network.",printed,1.000,"[330.0,450.0,550.0,835.0]"
DGL-G0103,neural architecture search,l02_p05_knowledge_distillation_05.png,2,DGL_Lecture_2_Annotated.pdf,5,plot,"Horizontal bar chart showing the frequency or count of various machine learning research topics including knowledge distillation, reinforcement learning, unsupervised learning, meta-learning, few-shot learning, domain adaptation, natural language processing, neural architecture search, attention, image classification, adversarial training, active learning, and deep neural network.",printed,1.000,"[330.0,450.0,550.0,835.0]"
DGL-G0103,attention,l02_p05_knowledge_distillation_05.png,2,DGL_Lecture_2_Annotated.pdf,5,plot,"Horizontal bar chart showing the frequency or count of various machine learning research topics including knowledge distillation, reinforcement learning, unsupervised learning, meta-learning, few-shot learning, domain adaptation, natural language processing, neural architecture search, attention, image classification, adversarial training, active learning, and deep neural network.",printed,1.000,"[330.0,450.0,550.0,835.0]"
DGL-G0103,image classification,l02_p05_knowledge_distillation_05.png,2,DGL_Lecture_2_Annotated.pdf,5,plot,"Horizontal bar chart showing the frequency or count of various machine learning research topics including knowledge distillation, reinforcement learning, unsupervised learning, meta-learning, few-shot learning, domain adaptation, natural language processing, neural architecture search, attention, image classification, adversarial training, active learning, and deep neural network.",printed,1.000,"[330.0,450.0,550.0,835.0]"
DGL-G0103,adversarial training,l02_p05_knowledge_distillation_05.png,2,DGL_Lecture_2_Annotated.pdf,5,plot,"Horizontal bar chart showing the frequency or count of various machine learning research topics including knowledge distillation, reinforcement learning, unsupervised learning, meta-learning, few-shot learning, domain adaptation, natural language processing, neural architecture search, attention, image classification, adversarial training, active learning, and deep neural network.",printed,1.000,"[330.0,450.0,550.0,835.0]"
DGL-G0103,active learning,l02_p05_knowledge_distillation_05.png,2,DGL_Lecture_2_Annotated.pdf,5,plot,"Horizontal bar chart showing the frequency or count of various machine learning research topics including knowledge distillation, reinforcement learning, unsupervised learning, meta-learning, few-shot learning, domain adaptation, natural language processing, neural architecture search, attention, image classification, adversarial training, active learning, and deep neural network.",printed,1.000,"[330.0,450.0,550.0,835.0]"
DGL-G0103,deep neural network,l02_p05_knowledge_distillation_05.png,2,DGL_Lecture_2_Annotated.pdf,5,plot,"Horizontal bar chart showing the frequency or count of various machine learning research topics including knowledge distillation, reinforcement learning, unsupervised learning, meta-learning, few-shot learning, domain adaptation, natural language processing, neural architecture search, attention, image classification, adversarial training, active learning, and deep neural network.",printed,1.000,"[330.0,450.0,550.0,835.0]"
DGL-G0104,graph convolutional network,l03_p01_graph_convolutional_network_01.png,3,DGL_Lecture_3_Annotated.pdf,1,diagram,GCN training pipeline from input features through layers to final predictions,mixed,0.900,"[615.0,82.5,972.5,357.5]"
DGL-G0104,node embedding,l03_p01_graph_convolutional_network_01.png,3,DGL_Lecture_3_Annotated.pdf,1,diagram,GCN training pipeline from input features through layers to final predictions,mixed,0.900,"[615.0,82.5,972.5,357.5]"
DGL-G0105,message passing,l03_p01_message_passing_02.png,3,DGL_Lecture_3_Annotated.pdf,1,diagram,Diagram showing a node and its 1-hop and 2-hop neighbors with arrows indicating message passing,mixed,0.900,"[5.5,220.0,165.0,330.0]"
DGL-G0106,backpropagation,l03_p01_backpropagation_03.png,3,DGL_Lecture_3_Annotated.pdf,1,plot,Plot showing the loss function optimization through gradient descent with a curve and annotations,mixed,0.900,"[372.9,357.5,544.5,467.5]"
DGL-G0106,loss function,l03_p01_backpropagation_03.png,3,DGL_Lecture_3_Annotated.pdf,1,plot,Plot showing the loss function optimization through gradient descent with a curve and annotations,mixed,0.900,"[372.9,357.5,544.5,467.5]"
DGL-G0107,node classification,l03_p01_node_classification_04.png,3,DGL_Lecture_3_Annotated.pdf,1,graph example,"Sequence of graphs showing node classification: original graph, GNN processing, and classified node.",mixed,1.000,"[5.5,538.0,192.5,615.0]"
DGL-G0107,graph convolutional network,l03_p01_node_classification_04.png,3,DGL_Lecture_3_Annotated.pdf,1,graph example,"Sequence of graphs showing node classification: original graph, GNN processing, and classified node.",mixed,1.000,"[5.5,538.0,192.5,615.0]"
DGL-G0108,manifold learning,l03_p01_manifold_learning_05.png,3,DGL_Lecture_3_Annotated.pdf,1,plot,"2D scatter plot showing separated classes (purple and green dots) with a decision boundary, representing the simplified manifold.",mixed,0.950,"[302.5,659.0,412.5,752.5]"
DGL-G0108,node embedding,l03_p01_manifold_learning_05.png,3,DGL_Lecture_3_Annotated.pdf,1,plot,"2D scatter plot showing separated classes (purple and green dots) with a decision boundary, representing the simplified manifold.",mixed,0.950,"[302.5,659.0,412.5,752.5]"
DGL-G0109,learned weights,l03_p01_learned_weights_06.png,3,DGL_Lecture_3_Annotated.pdf,1,diagram,Matrix multiplication diagram showing learned weights multiplied by node embedding to produce prediction.,mixed,0.950,"[55.0,670.0,192.5,752.5]"
DGL-G0109,node embedding,l03_p01_learned_weights_06.png,3,DGL_Lecture_3_Annotated.pdf,1,diagram,Matrix multiplication diagram showing learned weights multiplied by node embedding to produce prediction.,mixed,0.950,"[55.0,670.0,192.5,752.5]"
DGL-G0109,multilayer perceptron,l03_p01_learned_weights_06.png,3,DGL_Lecture_3_Annotated.pdf,1,diagram,Matrix multiplication diagram showing learned weights multiplied by node embedding to produce prediction.,mixed,0.950,"[55.0,670.0,192.5,752.5]"
DGL-G0110,edge prediction,l03_p01_edge_prediction_07.png,3,DGL_Lecture_3_Annotated.pdf,1,graph example,"Sequence of graphs showing edge prediction: original graph, GNN processing, and predicted edge.",mixed,1.000,"[5.5,813.0,192.5,890.0]"
DGL-G0110,graph convolutional network,l03_p01_edge_prediction_07.png,3,DGL_Lecture_3_Annotated.pdf,1,graph example,"Sequence of graphs showing edge prediction: original graph, GNN processing, and predicted edge.",mixed,1.000,"[5.5,813.0,192.5,890.0]"
DGL-G0111,inductive learning,l03_p01_inductive_learning_08.png,3,DGL_Lecture_3_Annotated.pdf,1,diagram,"Diagram illustrating the process of testing on unseen nodes, including connecting the testing node to other nodes, forward pass through GCN layers, and evaluation.",mixed,1.000,"[477.5,835.0,670.0,972.5]"
DGL-G0111,transductive learning,l03_p01_inductive_learning_08.png,3,DGL_Lecture_3_Annotated.pdf,1,diagram,"Diagram illustrating the process of testing on unseen nodes, including connecting the testing node to other nodes, forward pass through GCN layers, and evaluation.",mixed,1.000,"[477.5,835.0,670.0,972.5]"
DGL-G0112,inductive capability,l03_p02_inductive_capability_01.png,3,DGL_Lecture_3_Annotated.pdf,2,diagram,Diagram showing training nodes and a testing node with self-connection and neighborhood encoding,mixed,0.900,"[55.0,110.0,220.0,220.0]"
DGL-G0112,self-loop augmentation,l03_p02_inductive_capability_01.png,3,DGL_Lecture_3_Annotated.pdf,2,diagram,Diagram showing training nodes and a testing node with self-connection and neighborhood encoding,mixed,0.900,"[55.0,110.0,220.0,220.0]"
DGL-G0112,message passing,l03_p02_inductive_capability_01.png,3,DGL_Lecture_3_Annotated.pdf,2,diagram,Diagram showing training nodes and a testing node with self-connection and neighborhood encoding,mixed,0.900,"[55.0,110.0,220.0,220.0]"
DGL-G0113,graph-level regression,l03_p02_graph_level_regression_02.png,3,DGL_Lecture_3_Annotated.pdf,2,diagram,Diagram illustrating the integration of node embeddings for graph-level regression,mixed,0.900,"[330.0,110.0,495.0,220.0]"
DGL-G0114,graph-level regression,l03_p02_graph_level_regression_03.png,3,DGL_Lecture_3_Annotated.pdf,2,graph example,"Example of multiresolution brain graphs with nodes and edges, illustrating the concept of graph-level prediction.",mixed,0.900,"[450.0,110.0,670.0,220.0]"
DGL-G0115,global mean pooling,l03_p02_global_mean_pooling_04.png,3,DGL_Lecture_3_Annotated.pdf,2,diagram,"Diagram showing the process of combining node embeddings to form a graph embedding using different pooling methods (mean, max, sum).",mixed,0.950,"[752.5,110.0,972.5,467.5]"
DGL-G0115,global max pooling,l03_p02_global_mean_pooling_04.png,3,DGL_Lecture_3_Annotated.pdf,2,diagram,"Diagram showing the process of combining node embeddings to form a graph embedding using different pooling methods (mean, max, sum).",mixed,0.950,"[752.5,110.0,972.5,467.5]"
DGL-G0115,global sum pooling,l03_p02_global_mean_pooling_04.png,3,DGL_Lecture_3_Annotated.pdf,2,diagram,"Diagram showing the process of combining node embeddings to form a graph embedding using different pooling methods (mean, max, sum).",mixed,0.950,"[752.5,110.0,972.5,467.5]"
DGL-G0115,node embedding,l03_p02_global_mean_pooling_04.png,3,DGL_Lecture_3_Annotated.pdf,2,diagram,"Diagram showing the process of combining node embeddings to form a graph embedding using different pooling methods (mean, max, sum).",mixed,0.950,"[752.5,110.0,972.5,467.5]"
DGL-G0116,node embedding,l03_p02_node_embedding_05.png,3,DGL_Lecture_3_Annotated.pdf,2,diagram,Flowchart showing the process of node embedding update with self-encoding and neighborhood encoding,mixed,0.900,"[55.0,275.0,275.0,385.0]"
DGL-G0116,message passing,l03_p02_node_embedding_05.png,3,DGL_Lecture_3_Annotated.pdf,2,diagram,Flowchart showing the process of node embedding update with self-encoding and neighborhood encoding,mixed,0.900,"[55.0,275.0,275.0,385.0]"
DGL-G0117,training samples,l03_p02_training_samples_06.png,3,DGL_Lecture_3_Annotated.pdf,2,diagram,"Illustration of training nodes (blue) and testing nodes (gray) in a graph, showing generalization to new nodes",printed,1.000,"[5.5,505.0,330.0,615.0]"
DGL-G0117,testing node,l03_p02_training_samples_06.png,3,DGL_Lecture_3_Annotated.pdf,2,diagram,"Illustration of training nodes (blue) and testing nodes (gray) in a graph, showing generalization to new nodes",printed,1.000,"[5.5,505.0,330.0,615.0]"
DGL-G0117,inductive capability,l03_p02_training_samples_06.png,3,DGL_Lecture_3_Annotated.pdf,2,diagram,"Illustration of training nodes (blue) and testing nodes (gray) in a graph, showing generalization to new nodes",printed,1.000,"[5.5,505.0,330.0,615.0]"
DGL-G0118,node embedding,l03_p02_node_embedding_07.png,3,DGL_Lecture_3_Annotated.pdf,2,matrix,Matrix multiplication diagram showing Kth embeddings multiplied by weight matrix to produce output scores,printed,1.000,"[357.5,752.5,522.5,862.5]"
DGL-G0118,representation learning,l03_p02_node_embedding_07.png,3,DGL_Lecture_3_Annotated.pdf,2,matrix,Matrix multiplication diagram showing Kth embeddings multiplied by weight matrix to produce output scores,printed,1.000,"[357.5,752.5,522.5,862.5]"
DGL-G0118,output scores,l03_p02_node_embedding_07.png,3,DGL_Lecture_3_Annotated.pdf,2,matrix,Matrix multiplication diagram showing Kth embeddings multiplied by weight matrix to produce output scores,printed,1.000,"[357.5,752.5,522.5,862.5]"
DGL-G0119,hierarchical pooling,l03_p02_hierarchical_pooling_08.png,3,DGL_Lecture_3_Annotated.pdf,2,architecture,Hierarchical Graph Representation Learning with Differentiable Pooling (DiffPool) architecture,printed,1.000,"[752.5,780.0,972.5,917.5]"
DGL-G0119,graph neural network,l03_p02_hierarchical_pooling_08.png,3,DGL_Lecture_3_Annotated.pdf,2,architecture,Hierarchical Graph Representation Learning with Differentiable Pooling (DiffPool) architecture,printed,1.000,"[752.5,780.0,972.5,917.5]"
DGL-G0120,graph neural network,l03_p03_graph_neural_network_01.png,3,DGL_Lecture_3_Annotated.pdf,3,diagram,"Conceptual diagram illustrating GNN layer components: AGG, Transform, MSG passing, BN, Dropout, Non-linearity, and Prediction head, connected in a circular flow.",mixed,1.000,"[275.0,110.0,972.0,945.0]"
DGL-G0120,message passing,l03_p03_graph_neural_network_01.png,3,DGL_Lecture_3_Annotated.pdf,3,diagram,"Conceptual diagram illustrating GNN layer components: AGG, Transform, MSG passing, BN, Dropout, Non-linearity, and Prediction head, connected in a circular flow.",mixed,1.000,"[275.0,110.0,972.0,945.0]"
DGL-G0120,linear aggregation,l03_p03_graph_neural_network_01.png,3,DGL_Lecture_3_Annotated.pdf,3,diagram,"Conceptual diagram illustrating GNN layer components: AGG, Transform, MSG passing, BN, Dropout, Non-linearity, and Prediction head, connected in a circular flow.",mixed,1.000,"[275.0,110.0,972.0,945.0]"
DGL-G0120,batch normalization,l03_p03_graph_neural_network_01.png,3,DGL_Lecture_3_Annotated.pdf,3,diagram,"Conceptual diagram illustrating GNN layer components: AGG, Transform, MSG passing, BN, Dropout, Non-linearity, and Prediction head, connected in a circular flow.",mixed,1.000,"[275.0,110.0,972.0,945.0]"
DGL-G0120,dropout,l03_p03_graph_neural_network_01.png,3,DGL_Lecture_3_Annotated.pdf,3,diagram,"Conceptual diagram illustrating GNN layer components: AGG, Transform, MSG passing, BN, Dropout, Non-linearity, and Prediction head, connected in a circular flow.",mixed,1.000,"[275.0,110.0,972.0,945.0]"
DGL-G0120,activation function,l03_p03_graph_neural_network_01.png,3,DGL_Lecture_3_Annotated.pdf,3,diagram,"Conceptual diagram illustrating GNN layer components: AGG, Transform, MSG passing, BN, Dropout, Non-linearity, and Prediction head, connected in a circular flow.",mixed,1.000,"[275.0,110.0,972.0,945.0]"
DGL-G0120,prediction head,l03_p03_graph_neural_network_01.png,3,DGL_Lecture_3_Annotated.pdf,3,diagram,"Conceptual diagram illustrating GNN layer components: AGG, Transform, MSG passing, BN, Dropout, Non-linearity, and Prediction head, connected in a circular flow.",mixed,1.000,"[275.0,110.0,972.0,945.0]"
DGL-G0121,batch normalization,l03_p03_batch_normalization_02.png,3,DGL_Lecture_3_Annotated.pdf,3,graph example,Hand-drawn illustration of two different distribution curves labeled h_{k-1} and h_k to visualize variance control.,handwritten,0.900,"[846.0,752.0,972.0,835.0]"
DGL-G0122,graph neural network,l03_p04_graph_neural_network_01.png,3,DGL_Lecture_3_Annotated.pdf,4,diagram,"Circular diagram showing GNN layer operations including AGG, MSG passing, BN, Dropout, Non-linearity, Prediction head, and Transform.",printed,1.000,"[27.5,55.0,412.5,495.0]"
DGL-G0122,message passing,l03_p04_graph_neural_network_01.png,3,DGL_Lecture_3_Annotated.pdf,4,diagram,"Circular diagram showing GNN layer operations including AGG, MSG passing, BN, Dropout, Non-linearity, Prediction head, and Transform.",printed,1.000,"[27.5,55.0,412.5,495.0]"
DGL-G0122,linear aggregation,l03_p04_graph_neural_network_01.png,3,DGL_Lecture_3_Annotated.pdf,4,diagram,"Circular diagram showing GNN layer operations including AGG, MSG passing, BN, Dropout, Non-linearity, Prediction head, and Transform.",printed,1.000,"[27.5,55.0,412.5,495.0]"
DGL-G0122,batch normalization,l03_p04_graph_neural_network_01.png,3,DGL_Lecture_3_Annotated.pdf,4,diagram,"Circular diagram showing GNN layer operations including AGG, MSG passing, BN, Dropout, Non-linearity, Prediction head, and Transform.",printed,1.000,"[27.5,55.0,412.5,495.0]"
DGL-G0122,dropout,l03_p04_graph_neural_network_01.png,3,DGL_Lecture_3_Annotated.pdf,4,diagram,"Circular diagram showing GNN layer operations including AGG, MSG passing, BN, Dropout, Non-linearity, Prediction head, and Transform.",printed,1.000,"[27.5,55.0,412.5,495.0]"
DGL-G0122,activation function,l03_p04_graph_neural_network_01.png,3,DGL_Lecture_3_Annotated.pdf,4,diagram,"Circular diagram showing GNN layer operations including AGG, MSG passing, BN, Dropout, Non-linearity, Prediction head, and Transform.",printed,1.000,"[27.5,55.0,412.5,495.0]"
DGL-G0122,prediction head,l03_p04_graph_neural_network_01.png,3,DGL_Lecture_3_Annotated.pdf,4,diagram,"Circular diagram showing GNN layer operations including AGG, MSG passing, BN, Dropout, Non-linearity, Prediction head, and Transform.",printed,1.000,"[27.5,55.0,412.5,495.0]"
DGL-G0122,representation learning,l03_p04_graph_neural_network_01.png,3,DGL_Lecture_3_Annotated.pdf,4,diagram,"Circular diagram showing GNN layer operations including AGG, MSG passing, BN, Dropout, Non-linearity, Prediction head, and Transform.",printed,1.000,"[27.5,55.0,412.5,495.0]"
DGL-G0123,linear aggregation,l03_p04_linear_aggregation_02.png,3,DGL_Lecture_3_Annotated.pdf,4,graph example,"Graph with nodes labeled 1 to 6, illustrating local aggregation at the node level.",printed,1.000,"[412.5,110.0,522.5,275.0]"
DGL-G0123,local embedding aggregation,l03_p04_linear_aggregation_02.png,3,DGL_Lecture_3_Annotated.pdf,4,graph example,"Graph with nodes labeled 1 to 6, illustrating local aggregation at the node level.",printed,1.000,"[412.5,110.0,522.5,275.0]"
DGL-G0124,local embedding aggregation,l03_p04_local_embedding_aggregation_03.png,3,DGL_Lecture_3_Annotated.pdf,4,graph example,Graph showing local and global embedding aggregation,mixed,0.950,"[477.5,110.0,697.5,247.5]"
DGL-G0124,global embedding aggregation,l03_p04_local_embedding_aggregation_03.png,3,DGL_Lecture_3_Annotated.pdf,4,graph example,Graph showing local and global embedding aggregation,mixed,0.950,"[477.5,110.0,697.5,247.5]"
DGL-G0125,graph convolutional network,l03_p04_graph_convolutional_network_04.png,3,DGL_Lecture_3_Annotated.pdf,4,diagram,"Comparison of graph convolutional network, dot product attention, and graph attention network",printed,1.000,"[752.5,247.5,945.0,357.5]"
DGL-G0125,graph attention network,l03_p04_graph_convolutional_network_04.png,3,DGL_Lecture_3_Annotated.pdf,4,diagram,"Comparison of graph convolutional network, dot product attention, and graph attention network",printed,1.000,"[752.5,247.5,945.0,357.5]"
DGL-G0126,graph attention network,l03_p04_graph_attention_network_05.png,3,DGL_Lecture_3_Annotated.pdf,4,matrix,Node-to-node similarity matrix S,mixed,0.900,"[835.0,467.5,917.5,522.5]"
DGL-G0127,graph attention network,l03_p04_graph_attention_network_06.png,3,DGL_Lecture_3_Annotated.pdf,4,architecture,"Graph attention network architecture showing input X, pre-attention computation, attention masking with Softmask, and output computation",printed,1.000,"[752.5,879.0,989.0,934.0]"
