concept_id,concept,aliases,slide_snippets,embedding_source,embedding_token,embedding_model
138,paraphrasing,paraphrasing,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
139,spectral clustering,spectral clustering,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
140,particle filter,particle filter,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
141,prosody,prosody,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
142,dynamic programming,dynamic programming,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
143,language acquisition,language acquisition,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
144,spelling correction,spelling correction,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
145,log-linear models,log-linear models,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
146,gated recurrent units,gated recurrent units,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
147,gibbs sampling,gibbs sampling,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
148,statistical machine translation,statistical machine translation,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
149,compositional semantics,compositional semantics,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
150,edit distance,edit distance,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
151,chomsky hierarchy,chomsky hierarchy,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
152,conditional probability,conditional probability,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
153,linear discriminant analysis,linear discriminant analysis,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
154,artificial neural network,artificial neural network,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
155,bag of words model,bag of words model,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
156,bias-variance tradeoff,bias-variance tradeoff,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
157,computer vision,computer vision,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
158,image retrieval,image retrieval,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
159,imagenet,imagenet,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
160,object detection,object detection,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
161,n-gram,n-gram,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
162,singular-value decomposition,singular-value decomposition,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
163,t-sne,t-sne,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
164,loss function,loss function,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
165,monte carlo tree search,monte carlo tree search,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
166,structured prediction,structured prediction,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
167,feature learning,feature learning,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
168,normalization,normalization,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
169,regularization,regularization,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
170,data preprocessing,data preprocessing,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
171,robotic locomotion,robotic locomotion,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
172,human-robot interaction,human-robot interaction,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
173,network theory,network theory,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
174,entropy,entropy,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
175,cross entropy,cross entropy,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
176,activation functions,activation functions,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
177,kullback-leibler divergence,kullback-leibler divergence,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
178,bidirectional recurrent neural networks,bidirectional recurrent neural networks,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
179,query expansion,query expansion,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
180,bio text mining,bio text mining,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
181,collaborative filtering,collaborative filtering,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
182,character level language models,character level language models,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
183,hierarchical models,hierarchical models,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
184,smoothing and backoff,smoothing and backoff,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
185,policy gradient methods,policy gradient methods,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
186,crawling the web,crawling the web,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
187,citation networks,citation networks,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
188,greedy algorithms,greedy algorithms,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
189,pointer networks,pointer networks,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
190,document representation,document representation,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
191,seq2seq,seq2seq,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
192,game playing in ai,game playing in ai,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
193,graph convolutional networks,graph convolutional networks,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
194,lambda calculus,lambda calculus,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
195,highway networks,highway networks,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
196,stack lstm,stack lstm,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
197,multi-modal learning,multi-modal learning,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
198,linear algebra,linear algebra,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
199,probability,probability,"[""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
200,descriptive statistics and hypothesis testing,descriptive statistics and hypothesis testing,"[""descriptive statistics and hypothesis testing . information theory: coding . data structures and algorithms . graph theory . relational databases . dual decomposition""]",bert,,sentence-transformers/all-mpnet-base-v2
201,information theory: coding,information theory: coding,"[""descriptive statistics and hypothesis testing . information theory: coding . data structures and algorithms . graph theory . relational databases . dual decomposition""]",bert,,sentence-transformers/all-mpnet-base-v2
202,data structures and algorithms,data structures and algorithms,"[""descriptive statistics and hypothesis testing . information theory: coding . data structures and algorithms . graph theory . relational databases . dual decomposition""]",bert,,sentence-transformers/all-mpnet-base-v2
203,graph theory,graph theory,"[""descriptive statistics and hypothesis testing . information theory: coding . data structures and algorithms . graph theory . relational databases . dual decomposition""]",bert,,sentence-transformers/all-mpnet-base-v2
204,relational databases,relational databases,"[""descriptive statistics and hypothesis testing . information theory: coding . data structures and algorithms . graph theory . relational databases . dual decomposition""]",bert,,sentence-transformers/all-mpnet-base-v2
205,dual decomposition,dual decomposition,"[""descriptive statistics and hypothesis testing . information theory: coding . data structures and algorithms . graph theory . relational databases . dual decomposition""]",bert,,sentence-transformers/all-mpnet-base-v2
