concept_id,concept,aliases,slide_snippets,embedding_source,embedding_token,embedding_model
187,signal_processing,signal_processing,"[""recursively_enumerable_set . machine_translation . integer . propositional_calculus . c++ . inter-process_communication . regular_expression . security . theoretical_computer_science . hidden_markov_model . sentiment_analysis . quantum_computer . communication . mathematical_optimization . linear_algebra . concurrency_control . database_management_system . java_(programming_language) . synchronization . boundary_value_problem . ordinary_differential_equation . probability . recurrence_relation .""]",bert,,sentence-transformers/all-mpnet-base-v2
188,pattern_matching,pattern_matching,"[""recursively_enumerable_set . machine_translation . integer . propositional_calculus . c++ . inter-process_communication . regular_expression . security . theoretical_computer_science . hidden_markov_model . sentiment_analysis . quantum_computer . communication . mathematical_optimization . linear_algebra . concurrency_control . database_management_system . java_(programming_language) . synchronization . boundary_value_problem . ordinary_differential_equation . probability . recurrence_relation .""]",bert,,sentence-transformers/all-mpnet-base-v2
189,estimation_theory,estimation_theory,"[""recursively_enumerable_set . machine_translation . integer . propositional_calculus . c++ . inter-process_communication . regular_expression . security . theoretical_computer_science . hidden_markov_model . sentiment_analysis . quantum_computer . communication . mathematical_optimization . linear_algebra . concurrency_control . database_management_system . java_(programming_language) . synchronization . boundary_value_problem . ordinary_differential_equation . probability . recurrence_relation .""]",bert,,sentence-transformers/all-mpnet-base-v2
190,recursion_(computer_science),recursion_(computer_science),"[""recursively_enumerable_set . machine_translation . integer . propositional_calculus . c++ . inter-process_communication . regular_expression . security . theoretical_computer_science . hidden_markov_model . sentiment_analysis . quantum_computer . communication . mathematical_optimization . linear_algebra . concurrency_control . database_management_system . java_(programming_language) . synchronization . boundary_value_problem . ordinary_differential_equation . probability . recurrence_relation .""]",bert,,sentence-transformers/all-mpnet-base-v2
191,game_theory,game_theory,"[""recursively_enumerable_set . machine_translation . integer . propositional_calculus . c++ . inter-process_communication . regular_expression . security . theoretical_computer_science . hidden_markov_model . sentiment_analysis . quantum_computer . communication . mathematical_optimization . linear_algebra . concurrency_control . database_management_system . java_(programming_language) . synchronization . boundary_value_problem . ordinary_differential_equation . probability . recurrence_relation .""]",bert,,sentence-transformers/all-mpnet-base-v2
192,mathematical_model,mathematical_model,"[""recursively_enumerable_set . machine_translation . integer . propositional_calculus . c++ . inter-process_communication . regular_expression . security . theoretical_computer_science . hidden_markov_model . sentiment_analysis . quantum_computer . communication . mathematical_optimization . linear_algebra . concurrency_control . database_management_system . java_(programming_language) . synchronization . boundary_value_problem . ordinary_differential_equation . probability . recurrence_relation .""]",bert,,sentence-transformers/all-mpnet-base-v2
193,image,image,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c"", ""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational"", ""recursively_enumerable_set . machine_translation . integer . propositional_calculus . c++ . inter-process_communication . regular_expression . security . theoretical_computer_science . hidden_markov_model . sentiment_analysis . quantum_computer . communication . mathematical_optimization . linear_algebra . concurrency_control . database_management_system . java_(programming_language) . synchronization . boundary_value_problem . ordinary_differential_equation . probability . recurrence_relation .""]",bert,,sentence-transformers/all-mpnet-base-v2
194,network_security,network_security,"[""recursively_enumerable_set . machine_translation . integer . propositional_calculus . c++ . inter-process_communication . regular_expression . security . theoretical_computer_science . hidden_markov_model . sentiment_analysis . quantum_computer . communication . mathematical_optimization . linear_algebra . concurrency_control . database_management_system . java_(programming_language) . synchronization . boundary_value_problem . ordinary_differential_equation . probability . recurrence_relation .""]",bert,,sentence-transformers/all-mpnet-base-v2
195,time_complexity,time_complexity,"[""recursively_enumerable_set . machine_translation . integer . propositional_calculus . c++ . inter-process_communication . regular_expression . security . theoretical_computer_science . hidden_markov_model . sentiment_analysis . quantum_computer . communication . mathematical_optimization . linear_algebra . concurrency_control . database_management_system . java_(programming_language) . synchronization . boundary_value_problem . ordinary_differential_equation . probability . recurrence_relation .""]",bert,,sentence-transformers/all-mpnet-base-v2
196,turing_machine,turing_machine,"[""recursively_enumerable_set . machine_translation . integer . propositional_calculus . c++ . inter-process_communication . regular_expression . security . theoretical_computer_science . hidden_markov_model . sentiment_analysis . quantum_computer . communication . mathematical_optimization . linear_algebra . concurrency_control . database_management_system . java_(programming_language) . synchronization . boundary_value_problem . ordinary_differential_equation . probability . recurrence_relation .""]",bert,,sentence-transformers/all-mpnet-base-v2
197,kalman_filter,kalman_filter,"[""recursively_enumerable_set . machine_translation . integer . propositional_calculus . c++ . inter-process_communication . regular_expression . security . theoretical_computer_science . hidden_markov_model . sentiment_analysis . quantum_computer . communication . mathematical_optimization . linear_algebra . concurrency_control . database_management_system . java_(programming_language) . synchronization . boundary_value_problem . ordinary_differential_equation . probability . recurrence_relation .""]",bert,,sentence-transformers/all-mpnet-base-v2
198,coding_theory,coding_theory,"[""recursively_enumerable_set . machine_translation . integer . propositional_calculus . c++ . inter-process_communication . regular_expression . security . theoretical_computer_science . hidden_markov_model . sentiment_analysis . quantum_computer . communication . mathematical_optimization . linear_algebra . concurrency_control . database_management_system . java_(programming_language) . synchronization . boundary_value_problem . ordinary_differential_equation . probability . recurrence_relation .""]",bert,,sentence-transformers/all-mpnet-base-v2
199,uncertainty,uncertainty,"[""recursively_enumerable_set . machine_translation . integer . propositional_calculus . c++ . inter-process_communication . regular_expression . security . theoretical_computer_science . hidden_markov_model . sentiment_analysis . quantum_computer . communication . mathematical_optimization . linear_algebra . concurrency_control . database_management_system . java_(programming_language) . synchronization . boundary_value_problem . ordinary_differential_equation . probability . recurrence_relation .""]",bert,,sentence-transformers/all-mpnet-base-v2
200,autonomous_robot,autonomous_robot,"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
201,np_(complexity),np_(complexity),"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
202,genetic_algorithm,genetic_algorithm,"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
203,speech_recognition,speech_recognition,"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
204,internet,internet,"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com"", ""user_interface . web_search_engine . computer_software . packet_switching . shading . lazy_evaluation . computability . program_analysis . sparse_matrix . big_data . arithmetic . graph_coloring . user_interface_design . cryptanalysis . internet_protocol_suite . introduction_to_algorithms . matlab . pushdown_automaton . database_design . ml_(programming_language) . polymorphism_(computer_science) . scheduling_(computing) . microprocessor . least_squares . integral . exponential_family . automatic""]",bert,,sentence-transformers/all-mpnet-base-v2
205,routing,routing,"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
206,motion_planning,motion_planning,"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
207,sql,sql,"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com"", ""run_time_(program_lifecycle_phase) . performance_tuning . database_normalization . encryption . lexical_semantics . scientific_modelling . eigenvalues_and_eigenvectors . medicine . linguistics . open_source . data_model . vector_space . multimodal_interaction . instruction_pipeline . simulation . methodology . philosophy . type_theory . intelligence . physics . infinity . genetics . data_compression . complex_systems . molecular_biology . genomics . grammar . electronic_commerce . prototype . de""]",bert,,sentence-transformers/all-mpnet-base-v2
208,python_(programming_language),python_(programming_language),"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
209,calculus,calculus,"[""recursively_enumerable_set . machine_translation . integer . propositional_calculus . c++ . inter-process_communication . regular_expression . security . theoretical_computer_science . hidden_markov_model . sentiment_analysis . quantum_computer . communication . mathematical_optimization . linear_algebra . concurrency_control . database_management_system . java_(programming_language) . synchronization . boundary_value_problem . ordinary_differential_equation . probability . recurrence_relation ."", ""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com"", ""user_interface . web_search_engine . computer_software . packet_switching . shading . lazy_evaluation . computability . program_analysis . sparse_matrix . big_data . arithmetic . graph_coloring . user_interface_design . cryptanalysis . internet_protocol_suite . introduction_to_algorithms . matlab . pushdown_automaton . database_design . ml_(programming_language) . polymorphism_(computer_science) . scheduling_(computing) . microprocessor . least_squares . integral . exponential_family . automatic""]",bert,,sentence-transformers/all-mpnet-base-v2
210,correlation_and_dependence,correlation_and_dependence,"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
211,monad_(functional_programming),monad_(functional_programming),"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
212,pipeline_(computing),pipeline_(computing),"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
213,data_warehouse,data_warehouse,"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
214,programmer,programmer,"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
215,interpolation,interpolation,"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
216,cluster_analysis,cluster_analysis,"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
217,predicate_logic,predicate_logic,"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
218,finite_difference,finite_difference,"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
219,graphics_processing_unit,graphics_processing_unit,"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
220,transaction_processing,transaction_processing,"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
221,wireless_sensor_network,wireless_sensor_network,"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
222,information_security,information_security,"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
223,web_browser,web_browser,"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
224,cpu_cache,cpu_cache,"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
225,design_pattern_(computer_science),design_pattern_(computer_science),"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
226,randomized_algorithm,randomized_algorithm,"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
227,object_(computer_science),object_(computer_science),"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
228,application_software,application_software,"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
229,neural_network,neural_network,"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
230,parametric_polymorphism,parametric_polymorphism,"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
231,best _worst_and_average_case,best _worst_and_average_case,"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
232,model_checking,model_checking,"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
233,context-free_language,context-free_language,"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
234,discrete_mathematics,discrete_mathematics,"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
235,pspace,pspace,"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
236,graph_(mathematics),graph_(mathematics),"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
237,semantics_of_programming_languages,semantics_of_programming_languages,"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
238,hash_table,hash_table,"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
239,deadlock,deadlock,"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
240,system_call,system_call,"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
241,lisp_(programming_language),lisp_(programming_language),"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
242,gradient_descent,gradient_descent,"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
243,problem_solving,problem_solving,"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
244,perl,perl,"[""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
